impactMethodName;impactMethodId;categoryName;categoryId;indicatorName;indicatorId;indicatorUnitName;gC
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;resources;399bc357-4017-467b-bdcd-9ff90110e8e5;depletion of abiotic resources;6945bb13-0286-433c-a898-9ff90110e8e5;kg antimony-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.71E+9, W-Europe 1995: 1.48E+10, World 1995: 1.57E+11, World 1990: 1.58E+11 [kg antimony eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;d76598d2-0838-4ce7-a29f-9ff90110e9f3;ODP 10a;7ea69d76-b3ac-4189-bed9-9ff90110e9f4;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.17E+6, W-Europe 1995: 1.87E+8, World 1995: 8.99E+8, World 1990: 1.64E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;879ff646-d634-4c8b-9955-9ff90110e728;ODP 15a;2b81888c-5b17-4c16-94f2-9ff90110e728;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.08E+6, W-Europe 1995: 1.46E+8, World 1995: 6.93E+8, World 1990: 1.32E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;5406edaa-6ae6-48e4-b9d9-9ff90110e6ee;ODP 20a;69cacad7-df0b-4fd3-8b2f-9ff90110e6ef;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.02E+6, W-Europe 1995: 1.26E+8, World 1995: 6.01E+8, World 1990: 1.17E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;be243a3f-dc5d-4214-b1fd-9ff90110e8b1;ODP 25a;4da9c654-ae11-4b58-824b-9ff90110e8b1;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 9.87E+5, W-Europe 1995: 1.14E+8, World 1995: 5.43E+8, World 1990: 1.07E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;9dc34d88-b931-4ad0-beae-9ff90110e9f8;ODP 30a;165a2f9d-415b-4257-ae49-9ff90110e9f9;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 9.57E+5, W-Europe 1995: 1.05E+8, World 1995: 5.01E+8, World 1990: 1.00E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;69eccadb-ef7b-4606-a30c-9ff90110e760;ODP 40a;45265fcd-2e94-4642-befa-9ff90110e761;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 9.21E+5, W-Europe 1995: 9.54E+7, World 1995: 4.50E+8, World 1990: 9.23E+8 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;5e2d0825-528f-4b94-a681-9ff90110e8ab;ODP 5a;75aff550-6219-40ff-aef8-9ff90110e8ac;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.38E+6, W-Europe 1995: 3.11E+8, World 1995: 1.61E+9, World 1990: 2.59E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;stratospheric ozone depletion;8d068fc4-336e-4c17-af99-9ff90110e64b;ODP steady state;97b75d58-b082-443e-a7d2-9ff90110e64b;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.03E+6, W-Europe 1995: 8.69E+7, World 1995: 5.76E+8, World 1990: 1.23E+9 [kg CFC-11 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;climate change;faef07d1-4b9c-46ab-b3ae-9ff90110e6e1;GWP 100a;b6d9f1cb-0aae-4943-a944-9ff90110e6e1;kg CO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 2.59E+11, W-Europe 1995: 4.95E+12, World 1995: 4.36E+13, World 1990: 4.63E+13 [kg CO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;climate change;28aaf319-eeda-4869-9c1a-9ff90110e660;GWP 20a;c6fa3afc-f87b-47c7-acd9-9ff90110e660;kg CO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 3.12E+11, W-Europe 1995: 6.18E+12, World 1995: 5.90E+13, World 1990: 6.21E+13 [kg CO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;climate change;6606ce5f-4628-493f-893c-9ff90110e787;GWP 500a;af4e8399-e388-44cd-91b1-9ff90110e787;kg CO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 2.25E+11, W-Europe 1995: 4.11E+12, World 1995: 3.46E+13, World 1990: 3.51E+13 [kg CO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;climate change;ef4a1e93-808e-450e-9404-9ff90110e74d;lower limit of net GWP;38740d6b-eda1-42d4-9dc3-9ff90110e74e;kg CO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 2.51E+11, W-Europe 1995: 4.49E+12, World 1995: 4.04E+13, World 1990: 4.02E+13 [kg CO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;climate change;a82058dd-75fd-4962-9e89-9ff90110eae2;upper limit of net GWP;178df49a-4d93-49fc-b93a-9ff90110eae2;kg CO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 2.56E+11, W-Europe 1995: 4.93E+12, World 1995: 4.41E+13, World 1990: 4.61E+13 [kg CO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;photochemical oxidation (summer smog);38e067fa-5bf1-4220-ae9c-9ff90110e5c0;high NOx POCP;6241a9be-afdc-4091-b875-9ff90110e5c0;kg ethylene-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.82E+8, W-Europe 1995: 8.24E+9, World 1995: 9.59E+10, World 1990: 1.04E+11 [kg ethylene eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;photochemical oxidation (summer smog);a3f8a63c-a953-475e-a25d-9ff90110eb21;low NOx POCP;f1314928-a045-4ab6-bdc7-9ff90110eb21;kg ethylene-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.57E+8, W-Europe 1995: 6.31E+9, World 1995: 8.69E+10, World 1990: 9.19E+10 [kg ethylene eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;photochemical oxidation (summer smog);39ea0571-5fd2-4a8d-b136-9ff90110e767;EBIR;c1763c34-cd4b-4387-bdcc-9ff90110e768;kg formed ozone;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 0.00E+0, W-Europe 1995: 0.00E+0, World 1995: 0.00E+0, World 1990: 0.00E+0 [kg formed ozone / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;photochemical oxidation (summer smog);4359c5c7-e8e2-402f-868b-9ff90110e72e;MIR;175aeaac-9481-44ff-b476-9ff90110e72e;kg formed ozone;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 0.00E+0, W-Europe 1995: 0.00E+0, World 1995: 0.00E+0, World 1990: 0.00E+0 [kg formed ozone / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;photochemical oxidation (summer smog);68b88d5e-e06d-4a64-b9ab-9ff90110ea9a;MOIR;592cb079-de3f-43c4-8f05-9ff90110ea9a;kg formed ozone;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 0.00E+0, W-Europe 1995: 0.00E+0, World 1995: 0.00E+0, World 1990: 0.00E+0 [kg formed ozone / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;eutrophication potential;97a53771-1d84-4a69-b707-9ff90110eb1f;average European;01b499db-d010-46cf-89dd-9ff90110eb20;kg NOx-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 1.35E+9, W-Europe 1995: 3.22E+10, World 1995: 3.90E+11, World 1990: 3.56E+11 [kg NOx eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;eutrophication potential;70cb9c8e-8cd2-437e-af5e-9ff90110ea8e;generic;66f67f05-14ba-4da1-924c-9ff90110ea8e;kg PO4-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 5.22E+8, W-Europe 1995: 1.28E+10, World 1995: 1.35E+11, World 1990: 1.36E+11 [kg PO4--- eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;acidification potential;6dc20d03-a423-4c45-afc1-9ff90110e4ed;average European;87c0f25c-9cb4-4e1e-a05a-9ff90110e4ee;kg SO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 6.69E+8, W-Europe 1995: 2.74E+10, World 1995: 3.22E+11, World 1990: 3.24E+11 [kg SO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;acidification potential;7c78494f-fe74-4f38-908d-9ff90110e9ba;generic;9dcab8be-a435-47e2-acad-9ff90110e9bb;kg SO2-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 7.93E+8, W-Europe 1995: 2.94E+10, World 1995: 3.35E+11, World 1990: 3.29E+11 [kg SO2 eq. / yr]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;land use;dbc63b72-e621-4cb0-ac55-9ff90110e643;competition;92ae07cd-6189-421e-a3c2-9ff90110e644;m2a;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 3.04E+10, W-Europe 1995: 3.27E+12, World 1995: 1.24E+14, World 1990: 1.24E+14 [m2]
CML 2001;ee0e08bc-26f5-4491-a700-9ff90110e44c;malodours air;d462d1fa-7d86-4020-875b-9ff90110e5f7;malodours air;41a57815-8411-4156-b87f-9ff90110e5f7;m3 air;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are considered the same as short-term emissions. Normalisation factors: The Netherlands 1997: 0.00E+0, W-Europe 1995: 0.00E+0, World 1995: 0.00E+0, World 1990: 0.00E+0 [m3 / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;freshwater sediment ecotoxicity w/o LT;7b85bf69-ecba-4447-a38a-9ff90110d333;FSETP 20a w/o LT;e82be819-77e5-4d6c-ac87-9ff90110d333;kg 1,4-DCB-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 7.18E+9, W-Europe 1995: 4.31E+11, World 1995: 1.84E+12, World 1990: 1.83E+12 [kg 1,4-dichlorobenzene eq. / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;stratospheric ozone depletion w/o LT;c2014b74-565b-455f-a291-9ff90110d00d;ODP 30a w/o LT;6bf171cf-436a-4d55-b6a7-9ff90110d00d;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 9.57E+5, W-Europe 1995: 1.05E+8, World 1995: 5.01E+8, World 1990: 1.00E+9 [kg CFC-11 eq. / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;photochemical oxidation w/o LT;ebcde33a-d2e3-4708-a4ae-9ff90110d0ad;high NOx POCP w/o LT;836213b0-8962-47fe-b987-9ff90110d0ad;kg ethylene-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 1.82E+8, W-Europe 1995: 8.24E+9, World 1995: 9.59E+10, World 1990: 1.04E+11 [kg ethylene eq. / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;stratospheric ozone depletion w/o LT;1feb0341-a50b-4acd-b41d-9ff90110d2ee;ODP 5a w/o LT;cc9b376a-68ad-45a1-b6d6-9ff90110d2ee;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 1.38E+6, W-Europe 1995: 3.11E+8, World 1995: 1.61E+9, World 1990: 2.59E+9 [kg CFC-11 eq. / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;freshwater sediment ecotoxicity w/o LT;c06f729c-f9fa-42d3-823d-9ff90110cfd6;FSETP infinite w/o LT;25d569ed-6885-4222-a89f-9ff90110cfd9;kg 1,4-DCB-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 1.02E+10, W-Europe 1995: 5.18E+11, World 1995: 2.46E+12, World 1990: 2.53E+12 [kg 1,4-dichlorobenzene eq. / yr]
CML 2001 w/o LT;1804d096-af9f-469b-97a1-9ff90110cfc4;stratospheric ozone depletion w/o LT;6a76700f-f841-4e06-9a2b-9ff90110d012;ODP 40a w/o LT;cc5a0611-a83b-4b0f-951a-9ff90110d012;kg CFC-11-Eq;Implementation of the impact assessment method with the characterisation factors. Long-term emissions are not considered. Normalisation factors: The Netherlands 1997: 9.21E+5, W-Europe 1995: 9.54E+7, World 1995: 4.50E+8, World 1990: 9.23E+8 [kg CFC-11 eq. / yr]
